size,num_rooms,distance_city,age,price
55.7,6,15.1,22,70166.61
53.47,7,19.44,29,76148.67
140.01,3,13.01,36,85494.03
55.88,3,6.58,2,68563.68
189.62,2,14.15,13,169276.12
121.44,6,5.31,10,95348.25
148.54,2,5.15,17,37363.87
174.75,4,18.77,5,81385.85
111.39,5,21.69,4,85274.85
146.11,4,10.93,3,114819.77
197.52,2,27.66,6,151336.89
143.44,1,24.62,32,71521.12
57.82,4,12.39,7,15391.84
67.46,3,2.84,6,103964.75
61.12,3,10.16,14,157111.64
113.13,7,11.6,16,100798.45
188.16,4,18.79,39,83000.3
79.9,4,5.63,11,163787.6
166.37,3,21.54,33,80536.06
53.48,1,28.8,23,42981.79
195.02,4,10.48,21,155386.52
169.13,1,26.12,31,51594.11
157.62,4,21.62,7,194409.27
149.37,5,13.78,31,76729.27
73.76,3,26.13,3,10000.0
177.68,6,11.77,0,139495.87
55.05,2,9.49,20,10000.0
188.94,6,20.38,28,96144.8
78.77,3,29.2,29,10000.0
93.51,7,16.07,28,121244.11
38.83,1,6.9,26,17631.89
106.97,6,25.39,38,57979.21
191.07,7,8.05,18,162093.17
39.54,5,21.26,11,52938.67
40.89,4,15.16,31,10000.0
99.19,2,20.46,34,26669.08
163.25,7,16.09,8,232332.37
180.16,7,5.39,33,217294.7
172.97,6,20.6,12,144528.85
168.91,7,28.98,22,107874.34
64.78,7,7.16,34,40347.42
190.99,5,5.83,39,81761.83
121.84,4,15.46,30,135765.53
31.48,3,19.56,10,46918.53
185.95,4,26.42,24,269472.93
185.93,3,17.48,33,57636.72
49.33,2,5.22,25,46557.98
125.87,2,11.85,33,20849.85
194.75,7,1.03,4,201298.12
110.78,7,27.09,29,146633.57
182.08,6,2.74,35,188301.42
116.63,6,22.96,29,164579.5
78.59,6,2.98,11,130378.09
98.96,5,10.86,27,137476.03
171.72,2,16.15,26,60497.63
111.14,4,10.27,20,196754.59
63.5,5,19.54,4,10000.0
94.84,4,4.19,34,171943.02
106.64,3,2.05,38,42760.28
108.64,6,3.98,36,98684.06
119.61,5,19.73,8,89901.66
48.14,5,27.91,17,33378.19
165.8,4,4.27,23,109932.51
104.55,5,22.34,21,119036.96
142.88,2,13.0,19,133923.16
34.77,5,7.01,8,98775.64
90.61,5,2.94,14,106053.41
122.72,2,11.58,10,150545.14
72.07,6,18.2,30,66912.98
98.03,2,3.73,36,83589.64
149.07,3,17.23,3,20386.68
187.94,4,16.89,24,206722.95
65.36,7,26.37,8,124487.34
64.77,7,14.4,19,151434.71
95.32,5,17.25,26,97994.46
93.07,6,21.59,7,116906.97
51.38,5,11.75,12,124645.72
166.64,4,24.73,38,102891.54
31.3,5,27.79,5,78285.45
107.64,7,7.49,35,77588.61
173.58,4,24.01,19,229315.11
49.71,7,15.54,6,25829.68
51.81,6,14.94,20,94098.89
132.43,1,13.83,3,87709.62
42.44,7,5.11,34,77715.25
79.35,2,26.76,39,36165.06
89.3,6,15.02,33,10000.0
45.97,5,25.19,31,10000.0
183.56,1,20.66,23,27102.68
150.66,4,11.15,16,153009.3
160.84,4,9.58,24,142329.93
175.3,2,9.34,11,59632.26
32.97,6,11.63,6,104743.52
53.53,6,12.02,29,60434.41
63.37,4,19.1,38,88363.48
128.51,7,8.49,39,181119.04
149.58,4,1.62,28,152682.71
38.51,1,10.7,32,10000.0
129.75,1,27.33,13,58248.92
41.77,6,25.04,6,60055.07
31.52,5,1.95,16,21363.47
143.8,7,14.59,13,112380.12
107.47,5,27.64,8,77359.73
151.33,3,15.27,4,119467.05
61.77,3,17.54,19,70546.51
71.22,6,15.66,17,112048.94
137.71,7,9.23,33,102964.57
65.3,4,21.09,33,39632.96
99.3,3,5.24,21,46617.25
74.86,5,27.15,40,110234.73
114.67,2,9.41,2,178019.28
144.8,2,1.6,16,157936.84
38.44,3,20.33,15,52609.96
34.09,7,10.8,8,89370.3
54.35,1,12.62,26,34058.36
148.33,2,29.66,13,10000.0
101.54,6,27.38,15,78547.31
64.13,1,3.59,2,10000.0
152.8,5,2.52,33,136563.77
105.37,1,22.09,32,10000.0
82.65,7,16.42,2,10000.0
69.21,6,28.6,3,67007.87
122.44,5,22.92,25,184647.29
38.39,3,21.48,25,57144.34
100.92,1,8.03,17,123854.21
34.2,7,24.51,6,177959.44
53.31,6,13.44,3,157033.36
127.25,7,14.31,28,53784.5
73.59,4,25.56,35,82020.25
198.9,7,29.94,1,111024.22
89.3,5,28.46,27,96452.83
134.19,4,27.97,24,103783.78
135.18,3,29.38,4,38295.72
82.43,6,13.24,9,98140.4
199.78,6,26.04,26,131031.87
168.09,4,14.89,35,90656.83
116.54,4,12.55,36,54164.16
192.89,4,27.88,17,75440.37
119.41,6,20.34,1,99122.13
161.91,6,5.68,37,61152.72
59.22,2,6.34,17,10000.0
117.53,5,21.28,8,137823.69
139.41,1,28.54,40,10000.0
185.85,5,20.6,29,154456.9
194.47,1,14.45,23,119476.27
121.03,2,10.38,25,124200.93
111.65,2,13.58,39,60967.26
34.24,7,6.45,22,45174.26
193.13,5,1.71,1,295225.08
188.96,1,23.42,4,111300.97
191.03,4,10.56,22,172694.67
169.9,5,28.76,35,98610.28
177.46,3,24.24,21,10000.0
173.06,3,16.24,2,97933.3
178.42,3,23.44,0,42507.79
131.04,6,6.25,38,71936.1
125.4,4,11.14,19,167344.23
32.83,2,18.1,1,41055.58
47.28,2,10.86,1,12791.06
136.35,4,8.98,23,99040.22
194.74,4,20.19,24,147124.83
68.6,2,12.83,8,79785.32
50.24,5,1.45,7,194523.26
114.74,2,1.57,5,134491.66
74.49,2,27.24,26,10000.0
166.84,4,11.54,19,171347.32
164.74,6,9.36,1,173530.12
162.92,1,24.4,31,10000.0
81.86,6,28.87,15,22013.63
114.33,1,21.89,22,101621.27
113.8,2,11.49,12,109555.27
86.15,1,9.14,26,50086.36
182.37,5,20.22,17,178657.13
143.26,7,8.76,8,115195.6
80.43,6,25.83,26,159493.96
190.6,6,5.64,17,132935.81
114.07,4,29.38,33,27373.79
34.98,6,24.53,19,76406.32
119.17,1,27.81,36,10000.0
180.25,4,23.37,24,152548.16
67.14,7,19.82,12,145901.63
199.46,6,10.78,21,111289.69
90.53,7,22.0,12,111702.96
152.52,5,6.07,11,101216.82
108.79,6,24.86,2,112672.95
197.59,5,23.0,23,158333.26
148.48,4,7.59,30,224699.94
130.35,3,19.41,37,10000.0
143.38,6,1.14,22,236194.2
86.96,3,4.19,2,98916.97
52.55,6,19.44,12,45173.74
193.1,1,10.04,14,177510.38
180.4,2,27.36,24,84511.69
146.37,7,7.49,20,67724.98
175.94,7,10.59,3,138653.01
48.98,2,20.05,23,10000.0
76.71,7,5.84,14,177459.04
55.33,4,25.37,15,25613.11
61.14,6,10.97,28,42687.39
119.85,5,21.73,14,97318.7
79.73,1,8.53,30,108372.63
170.05,6,3.34,9,193042.34
45.94,4,20.3,37,17587.58
158.49,2,20.97,28,106605.01
187.05,4,4.94,7,248828.04
63.97,4,8.26,4,59146.85
173.38,7,3.52,13,81651.23
152.25,7,26.22,7,135286.68
102.32,1,6.04,17,10313.24
116.9,7,20.0,16,99820.54
32.4,5,28.05,17,86528.0
103.35,1,23.91,9,118675.19
135.14,3,28.54,17,43068.45
87.05,6,10.57,25,114176.03
130.33,2,27.61,5,23678.95
104.92,6,24.31,38,10000.0
191.89,2,9.13,9,133790.1
120.2,1,9.95,14,10000.0
189.08,6,9.46,6,206384.05
71.19,3,11.62,34,69715.43
54.61,2,23.78,10,36999.37
91.51,3,13.81,19,92407.39
133.08,1,4.2,13,56457.5
136.88,2,26.96,21,16343.96
150.23,6,9.68,17,118341.29
165.24,1,20.88,34,10000.0
142.96,5,15.03,5,85399.44
99.36,6,17.95,38,25489.12
189.14,5,4.67,36,269413.2
184.65,2,25.86,20,52741.92
173.11,2,20.87,3,127775.33
68.86,5,5.51,4,123971.02
123.49,4,17.45,3,91674.7
108.29,7,15.04,31,93983.76
91.03,5,15.9,18,169116.86
88.86,5,22.47,34,57100.75
43.77,7,6.7,10,88902.3
197.99,1,4.8,26,184962.75
156.21,5,8.08,20,68878.25
156.61,3,19.5,35,10000.0
58.92,3,15.59,18,10000.0
162.45,3,1.25,31,132245.96
164.08,3,12.83,28,84005.16
41.7,6,21.98,10,44547.75
102.07,5,3.79,3,154202.59
52.47,2,3.08,35,85061.96
83.31,2,8.09,15,96447.27
55.31,1,7.82,26,73119.51
58.74,7,7.85,1,67882.37
154.3,7,20.49,21,106022.55
153.02,6,12.92,17,208501.93
145.05,6,3.49,38,149560.11
111.41,2,22.41,24,10000.0
150.09,6,15.1,19,127747.19
37.85,1,11.25,3,31671.39
38.56,4,27.49,18,59827.45
103.73,3,17.26,35,82894.27
120.63,5,10.3,7,142882.42
107.99,5,11.77,31,132887.94
43.69,3,24.16,12,10000.0
74.12,3,13.19,19,22966.64
96.21,1,18.4,18,18099.54
114.75,2,13.74,29,105863.03
144.87,5,13.04,6,71629.47
102.36,5,11.28,4,117004.85
94.89,7,13.78,9,32463.35
34.29,3,15.34,18,62711.77
119.21,6,9.31,40,180735.3
58.2,2,7.31,26,23729.04
143.43,1,9.76,31,10000.0
180.58,2,15.33,8,82447.13
145.6,1,24.36,17,104818.99
46.45,3,6.05,27,13707.55
68.55,5,12.51,21,133943.46
101.65,4,8.6,1,120758.74
121.57,5,12.24,20,174126.85
112.12,1,7.28,22,82722.04
34.81,5,7.38,27,51754.47
186.49,2,12.65,9,160194.65
128.03,2,22.66,6,10000.0
192.34,5,4.29,26,206745.44
86.07,2,9.12,2,64920.56
74.92,4,22.54,27,74294.06
106.78,2,15.89,11,42186.41
51.09,2,1.59,21,10000.0
198.11,4,19.91,34,111318.21
111.68,6,14.0,25,145909.57
141.55,7,17.72,36,10000.0
128.88,4,19.1,2,161945.97
48.1,1,4.2,22,143889.71
99.57,3,29.65,14,44999.68
120.87,1,29.85,36,10000.0
31.6,1,15.28,25,10000.0
150.12,4,25.99,4,10000.0
99.35,7,3.73,24,196918.75
89.91,7,6.16,35,69284.61
100.45,4,18.3,24,122302.45
116.21,1,17.64,36,123340.08
119.34,6,21.61,26,118387.87
120.17,2,21.23,5,45241.87
65.22,7,1.38,3,168353.91
165.21,6,5.98,16,150021.72
166.42,6,6.64,37,125231.45
109.94,7,16.28,11,67747.56
36.23,7,2.32,28,117917.29
144.33,5,11.36,12,110054.19
117.7,3,15.6,14,10000.0
177.49,6,18.33,23,185563.06
158.95,1,5.44,34,94520.94
137.46,2,27.41,31,21059.74
181.64,1,13.7,11,149766.11
61.32,5,26.54,3,21223.31
155.64,7,8.37,20,120165.93
188.96,7,21.39,7,141671.54
61.94,7,2.08,28,68077.68
74.39,3,3.83,8,119353.18
161.34,3,10.23,4,34162.39
132.53,1,26.95,32,75050.2
131.63,5,20.18,14,124323.66
129.81,6,20.19,14,104929.26
164.0,5,14.48,25,162983.94
197.5,5,18.56,7,122723.09
48.29,4,19.45,36,10000.0
187.37,4,12.61,3,269950.86
179.15,2,28.93,19,124041.11
111.3,2,4.51,26,87011.48
150.12,1,21.48,7,85674.14
59.03,7,28.41,4,110417.03
134.84,7,25.35,9,129228.41
185.1,2,22.27,17,27562.93
82.45,1,3.73,22,60384.41
75.64,3,23.06,22,10000.0
175.01,2,20.41,27,94764.72
167.45,7,11.67,28,187539.81
82.3,4,11.18,36,133651.88
117.51,6,2.89,13,204147.37
198.25,1,18.77,23,126091.0
62.71,5,18.98,3,124066.08
62.73,1,10.28,33,74878.33
198.32,6,19.37,2,200844.46
184.58,2,12.18,3,183251.53
34.62,2,10.23,13,10000.0
75.42,6,17.76,40,174909.37
71.12,4,21.62,17,118856.37
142.87,4,18.4,31,39835.56
121.33,1,17.49,4,40897.73
41.12,7,16.71,30,35322.28
135.59,2,23.72,12,54960.22
77.68,6,25.9,12,39249.16
117.11,2,8.83,8,130249.35
167.01,6,16.0,24,156952.72
110.35,1,28.23,30,41710.55
94.81,5,8.38,1,34069.11
168.03,2,9.24,29,140290.64
60.02,5,28.4,22,57706.34
64.71,7,25.15,23,134900.31
89.06,7,25.72,25,180159.28
198.08,5,8.89,39,93518.39
111.53,6,26.1,10,10000.0
178.52,4,9.22,8,207266.13
132.16,7,25.99,16,162801.72
166.44,5,6.84,2,168589.03
130.63,5,10.87,5,80277.7
188.88,3,22.45,24,73665.51
98.33,4,15.97,17,40333.94
128.5,4,1.48,28,192032.17
107.79,7,25.8,1,166534.87
129.32,1,25.54,25,10000.0
184.39,1,1.76,30,139155.13
191.74,6,28.04,18,90443.14
87.24,4,25.05,17,96102.58
87.58,5,22.11,17,95771.38
33.4,1,12.15,26,29649.59
146.13,2,9.24,8,197197.7
194.14,5,26.74,39,48607.42
180.1,3,10.4,36,49702.84
139.77,7,12.86,34,10000.0
112.36,3,2.32,33,13522.72
157.4,3,27.14,32,10000.0
149.51,5,5.87,13,167305.15
105.77,3,28.81,34,10000.0
146.02,2,16.63,35,146444.93
199.83,4,22.59,30,119775.06
198.76,1,19.25,30,10000.0
72.39,6,9.34,10,105359.26
177.59,6,12.18,13,59747.65
89.63,1,21.88,3,58967.19
54.02,5,17.77,24,10000.0
44.29,7,18.7,8,87382.78
115.63,3,5.28,35,10000.0
150.38,4,11.16,15,41115.16
95.84,4,5.25,38,94505.34
157.05,2,8.36,27,114720.61
98.5,7,18.33,30,164810.03
152.18,2,4.04,3,173902.21
93.03,6,13.23,19,108904.54
173.18,1,14.01,9,145275.58
77.59,3,14.37,35,57014.66
59.42,4,26.82,16,138626.18
83.24,1,15.77,36,10000.0
124.23,5,15.16,20,134502.54
175.98,5,8.91,11,30736.83
70.7,3,25.34,29,71387.19
62.34,6,14.33,10,136882.72
170.39,1,28.91,31,10000.0
124.79,3,1.73,35,88171.27
33.83,7,14.92,19,145862.46
89.62,3,3.56,13,124356.17
110.1,2,19.9,8,40558.71
35.49,6,2.35,34,46386.57
155.54,7,12.86,16,143482.92
156.63,6,8.64,10,120130.19
197.14,7,10.67,26,138222.45
60.65,2,26.08,5,72420.28
99.98,1,19.31,37,10000.0
192.86,3,14.53,34,69182.35
127.01,1,3.03,29,147911.48
158.09,3,24.91,3,10000.0
132.0,7,18.34,23,101044.13
198.92,1,16.88,27,10000.0
84.11,2,22.72,18,90978.57
43.01,6,9.89,18,69676.52
186.96,5,19.64,26,51925.99
77.71,4,22.26,16,88122.9
144.11,7,23.68,15,172237.59
32.69,3,21.65,15,10000.0
88.33,5,18.0,1,84728.56
152.12,6,7.75,9,131479.84
154.1,5,21.43,20,198669.74
83.64,7,14.95,10,58236.21
120.96,2,27.52,3,73846.49
178.86,5,12.27,1,165728.46
112.37,4,26.16,9,85403.99
107.14,6,15.51,7,90397.79
107.39,7,9.77,5,149608.2
77.94,1,27.97,30,106484.0
144.27,6,7.55,20,83702.83
198.66,5,27.56,27,54128.41
158.31,4,12.99,37,146791.52
46.24,1,29.11,37,10000.0
42.98,6,6.45,6,58630.99
183.12,4,23.4,21,122013.59
43.35,2,28.58,37,10000.0
58.52,1,15.18,24,10000.0
88.43,5,24.4,2,58920.26
180.65,7,29.23,37,64331.94
195.09,5,29.4,13,162419.38
195.41,1,11.93,14,28269.43
135.54,2,16.6,38,49575.34
120.52,5,3.66,36,146631.25
160.12,6,2.61,8,107598.61
177.25,2,8.51,28,89661.8
196.95,2,10.04,6,80327.14
127.62,6,25.39,39,10000.0
173.99,7,18.04,37,110045.68
56.31,2,9.56,40,61468.43
80.27,4,3.56,10,98815.69
91.62,7,2.57,3,205504.79
67.99,2,2.71,12,128200.18
44.95,6,3.89,2,109435.95
199.97,6,12.81,25,142002.93
84.36,4,22.5,28,176074.98
70.35,7,9.86,40,36303.98
156.14,2,18.33,4,149349.2
99.12,5,25.87,24,90608.29
82.15,1,28.11,37,18785.43
166.63,1,13.16,4,86619.36
138.92,6,18.86,1,65511.25
182.18,7,25.64,29,105327.93
72.51,7,22.46,16,69425.84
54.04,7,15.6,5,58926.12
114.87,6,12.66,26,62126.56
94.77,5,17.49,15,135733.15
137.34,4,17.62,37,119926.24
44.68,1,1.32,23,113260.81
137.67,6,11.2,5,207612.11
52.55,6,14.22,28,103083.81
193.23,6,14.44,34,137033.48
125.01,5,15.31,5,129122.69
189.68,2,18.69,4,16921.12
86.9,6,24.53,13,199937.3
166.48,1,21.49,6,67235.52
137.4,5,12.58,32,159699.8
59.5,7,6.28,1,117021.2
163.14,7,9.71,19,65433.54
147.74,5,29.02,2,141619.91
128.53,3,26.25,25,123799.63
86.18,4,28.93,10,84278.94
36.0,4,10.55,34,23577.35
117.52,4,16.39,37,76483.6
105.28,4,11.08,28,181140.59
171.03,1,6.97,26,69066.37
38.92,6,4.71,37,67109.16
44.99,1,24.18,35,10000.0
124.52,1,27.74,19,10000.0
106.03,1,22.86,25,12508.59
66.43,1,7.01,5,46251.17
199.11,5,24.13,31,51886.54
154.07,5,5.89,29,142199.6
150.92,1,8.53,32,74377.45
154.28,3,7.77,18,35310.47
180.06,6,12.86,9,135191.63
39.57,5,10.61,9,62319.15
31.33,5,8.42,20,43847.75
117.9,7,19.18,30,28521.14
94.6,6,5.33,36,123486.96
92.49,6,28.24,21,138777.31
119.34,2,21.79,36,111562.82
159.22,1,16.28,6,57540.08
182.71,5,10.94,21,171772.93
80.66,7,13.25,36,32431.92
133.84,4,9.08,32,51607.0
67.2,3,22.29,23,67798.46
54.92,2,11.37,8,10000.0
189.4,3,27.02,27,59630.6
56.97,5,21.3,20,21651.65
121.37,4,29.0,3,75724.53
79.49,5,12.19,35,10000.0
187.85,4,13.87,30,162474.25
164.28,5,15.3,10,57717.67
68.08,5,12.78,31,106400.81
139.03,3,26.71,24,82275.14
104.9,5,13.38,37,173310.1
126.17,2,11.18,20,87621.04
61.23,7,4.2,31,90008.36
155.19,5,14.79,26,129504.14
59.33,3,5.19,21,54854.25
66.54,7,20.22,7,10000.0
94.87,5,2.42,25,151360.96
148.01,1,24.33,35,10000.0
195.04,3,1.24,8,229644.36
42.24,7,10.68,9,57091.04
157.12,3,24.04,21,10000.0
47.74,3,10.46,11,92480.74
179.73,3,8.11,6,55822.66
104.36,7,8.75,30,165224.9
198.4,6,21.31,20,172459.99
65.06,6,25.72,12,102898.02
127.48,1,18.38,6,10000.0
99.49,6,19.17,27,72762.88
166.51,3,22.4,7,158632.7
90.76,3,21.96,34,60042.87
140.33,6,7.31,10,198347.93
87.83,3,16.92,4,53554.78
56.98,2,13.09,9,10000.0
139.03,3,9.37,16,58075.7
105.79,5,23.53,1,56217.9
143.27,5,21.21,38,78587.27
133.22,1,14.23,15,145850.65
146.96,3,3.78,12,164775.34
162.73,3,6.97,4,161807.65
60.23,7,20.52,10,53670.43
162.71,3,20.23,19,19186.24
94.47,3,17.89,1,67998.24
33.19,3,9.79,25,10000.0
138.57,3,7.46,31,10000.0
121.3,6,15.29,13,51903.73
191.63,6,1.08,23,257626.81
160.51,7,27.03,19,190802.92
80.74,1,11.03,14,35039.6
108.85,1,29.83,27,146978.78
139.39,4,14.19,9,217515.46
78.92,3,7.97,3,90196.77
121.22,2,6.02,38,16587.32
109.61,5,10.77,10,131446.29
194.29,6,15.15,4,167426.63
120.77,6,11.85,9,115819.72
176.32,5,11.63,15,133459.79
123.96,7,23.48,30,128392.13
112.62,5,9.74,20,33516.31
187.75,1,19.96,16,136154.14
120.25,3,19.21,5,144568.56
62.88,2,7.91,30,10000.0
81.33,1,9.72,19,10000.0
72.78,7,18.19,39,36827.95
154.02,4,20.41,20,99485.73
167.59,7,21.11,39,113158.98
84.29,3,29.85,21,77956.29
66.85,3,11.81,31,67550.56
62.46,7,12.26,1,114075.44
108.22,5,20.66,26,125286.21
157.45,4,14.34,32,114479.36
75.85,1,15.18,17,10000.0
83.14,6,3.84,36,27522.84
56.54,6,24.15,23,101079.85
161.01,5,13.3,16,77961.85
72.5,2,23.93,19,48105.68
165.25,6,16.29,16,222177.58
113.14,4,4.71,21,179785.62
194.4,2,24.22,33,123044.93
158.06,5,1.21,11,250183.42
175.74,2,15.28,12,89115.22
134.46,4,12.75,27,146167.89
161.22,5,13.01,31,167070.4
180.35,6,8.77,39,148599.69
195.48,6,1.32,2,306939.32
107.57,6,7.62,15,57376.68
125.32,2,12.31,1,12925.86
59.6,7,10.94,38,41945.98
154.01,7,18.15,11,84021.4
162.33,1,5.1,20,105405.72
189.63,1,3.57,5,122139.62
51.83,2,24.11,7,29184.67
84.79,2,24.35,3,118370.46
48.39,4,23.9,22,94231.51
86.63,5,26.09,16,69549.01
158.9,3,14.09,11,65923.88
93.29,2,6.25,27,31340.29
83.89,3,27.81,4,115541.64
120.49,7,23.17,28,155644.54
44.51,4,27.72,8,157880.82
54.55,2,17.03,26,20377.25
121.78,6,18.2,18,156986.46
81.15,1,16.57,36,10000.0
176.53,1,8.54,27,169252.29
74.38,5,8.07,10,211521.85
75.38,1,27.08,4,10000.0
184.94,1,6.67,20,134395.65
179.34,4,27.68,19,43091.73
31.8,4,20.18,19,88241.68
48.43,5,7.88,19,136118.65
30.44,4,19.97,28,132722.57
41.17,4,6.38,4,115060.95
119.0,5,12.45,2,162010.82
80.97,5,12.31,23,210608.08
144.12,4,25.5,26,142130.95
165.29,3,18.83,19,122887.54
98.22,3,21.82,27,93102.33
69.22,6,1.59,31,85277.03
35.64,5,21.86,30,130066.24
139.68,2,9.65,13,76890.9
193.43,4,20.8,5,107044.37
41.76,7,11.84,23,151272.57
54.17,4,14.47,0,243747.55
77.14,1,28.86,37,37674.64
183.23,6,5.02,35,137071.08
191.94,4,24.08,6,176918.53
187.97,1,16.96,20,118839.96
92.36,3,15.92,6,85240.63
63.83,3,16.81,30,10000.0
170.68,2,20.79,25,115666.61
106.27,7,10.46,3,148561.94
82.95,3,11.94,9,44612.28
34.42,2,22.3,12,10000.0
184.25,7,3.56,36,178129.36
86.17,5,28.59,23,117143.67
111.97,5,1.35,9,195081.25
107.15,4,27.94,3,10000.0
112.61,1,6.58,14,10000.0
181.85,3,3.14,10,165264.89
188.59,4,1.14,4,172263.62
69.42,6,19.3,24,129935.52
65.5,4,12.17,10,104841.34
171.56,4,14.48,27,100853.31
175.81,1,12.25,9,51820.99
173.27,5,24.17,18,232745.67
137.95,7,7.76,3,145638.44
37.58,2,6.13,23,10000.0
101.43,7,21.95,18,222652.4
182.34,3,29.84,14,10000.0
162.51,3,16.74,36,70726.37
149.15,4,22.04,9,63214.16
49.9,1,29.73,15,94849.38
57.57,1,14.2,31,10000.0
129.22,3,24.71,29,41543.49
171.43,1,4.12,19,211434.51
198.85,4,12.37,35,80989.96
89.69,3,14.38,20,121872.93
164.34,2,5.83,27,116925.93
75.62,6,1.72,8,188096.12
31.77,5,8.48,27,40305.11
100.87,7,13.58,29,112205.09
153.92,2,27.74,38,15900.44
67.14,2,28.01,31,10000.0
110.98,5,23.26,18,51889.49
131.34,4,2.19,26,195164.3
126.82,7,12.78,15,66719.0
179.49,7,23.01,18,125102.62
143.91,1,2.6,18,138567.2
52.1,5,13.16,7,142964.48
164.81,4,16.65,36,115039.79
57.87,2,20.85,31,10000.0
38.82,2,7.25,24,44543.21
33.83,4,24.62,36,80345.45
171.87,4,17.41,39,61741.74
30.39,5,10.97,5,12359.31
87.97,5,26.52,13,123488.78
53.21,3,8.03,29,79601.96
38.26,7,12.09,38,46635.54
124.47,3,16.42,31,121464.88
87.91,1,4.38,23,92266.79
163.16,3,5.83,14,11957.27
82.87,2,16.35,0,45685.29
159.22,3,29.15,15,121941.06
166.12,4,17.16,39,25215.98
193.3,5,12.51,27,194793.66
37.15,6,18.11,5,156305.6
185.9,1,27.16,4,148462.8
194.7,3,17.25,39,147092.89
161.87,6,4.82,32,101952.25
126.2,7,15.04,37,34427.87
165.59,1,8.3,6,98700.21
82.65,3,24.12,7,68093.64
143.31,4,9.98,5,89998.6
31.42,2,23.05,22,10000.0
33.3,1,21.35,7,27664.16
112.9,3,20.86,6,128795.45
154.21,6,22.81,3,126302.45
180.87,3,9.63,38,107082.56
114.71,2,20.1,28,70773.41
39.44,3,12.77,5,10000.0
33.04,1,11.31,16,51678.89
145.69,4,8.33,7,238336.07
97.7,4,16.5,31,90868.91
79.7,5,28.03,32,73414.03
93.32,4,5.11,10,178891.76
124.42,4,16.51,26,27621.91
176.95,3,13.92,24,148305.11
68.95,4,15.08,11,67057.13
149.63,5,19.39,0,75692.78
92.05,6,4.1,17,68714.68
112.18,2,1.8,5,48308.59
42.51,2,2.34,34,59205.3
89.98,2,7.58,6,131255.91
126.07,7,1.11,11,150918.49
111.02,3,15.66,24,26775.06
47.53,5,28.98,25,53651.75
51.23,4,25.43,32,77172.56
139.81,1,9.19,7,177258.9
86.82,4,9.78,34,84110.58
199.14,3,27.53,12,114588.07
129.08,2,12.18,14,10000.0
43.55,5,7.89,3,71413.36
196.04,7,27.53,29,190981.54
70.06,6,13.59,32,10000.0
73.84,2,19.43,8,55093.75
180.17,7,9.82,36,90289.1
195.66,4,11.5,4,164277.9
183.68,7,21.62,12,204135.43
140.09,7,5.54,37,38205.26
37.97,7,7.57,37,10000.0
51.31,4,17.85,17,28244.34
38.6,1,21.91,23,49996.17
148.83,4,7.61,17,145513.91
78.96,2,12.76,28,152333.55
51.4,3,18.22,37,10000.0
67.54,7,18.39,2,95492.95
75.63,7,19.26,2,13324.27
47.04,3,5.3,10,66589.19
108.22,7,6.29,12,115677.48
41.19,4,28.84,13,10000.0
179.4,6,2.91,11,175234.05
186.13,7,7.46,39,11841.22
76.39,7,9.88,6,15215.65
121.58,2,25.19,39,10000.0
100.93,4,27.44,19,64980.23
111.03,1,29.51,10,10000.0
58.25,7,27.47,30,37790.23
109.05,7,7.85,13,156981.14
132.87,1,17.66,28,68785.61
138.15,4,9.72,18,226408.14
83.0,2,14.1,20,100968.67
173.15,6,10.42,10,229863.18
78.3,6,8.21,16,79246.53
113.76,2,22.0,30,48939.65
91.83,7,8.76,23,62081.02
135.74,3,28.72,27,52741.35
84.31,2,22.44,27,51071.19
177.07,7,29.75,14,59460.58
67.81,4,6.75,33,58540.5
170.42,1,26.87,10,104435.64
87.87,6,27.05,27,81759.46
38.58,2,13.27,4,57326.75
110.86,3,1.63,23,146227.59
93.63,6,24.75,6,100487.32
85.11,1,12.59,5,108642.76
169.65,3,3.78,1,143483.91
90.6,5,25.92,2,51074.23
129.92,3,19.39,28,54767.84
140.1,6,20.58,38,100463.47
96.86,1,3.28,25,64160.64
44.89,3,7.74,32,37341.13
36.05,4,23.35,3,112652.63
196.13,3,27.2,14,99363.95
156.3,6,20.97,24,114797.87
41.62,6,26.36,4,167192.7
147.64,7,22.94,14,214943.09
96.7,7,7.69,38,45220.47
137.41,2,29.44,16,148209.64
50.46,4,4.89,34,79939.7
144.13,7,16.56,15,163703.02
83.71,1,26.35,0,28183.56
104.09,1,10.07,12,136388.44
142.12,5,24.45,27,135680.3
101.4,4,14.36,3,133566.47
193.94,1,27.47,20,110582.42
156.68,5,2.1,2,269011.31
100.99,1,25.64,29,10000.0
131.98,4,25.1,21,51441.79
65.21,3,24.18,36,10000.0
141.6,4,28.21,22,210997.13
110.43,5,22.28,4,188762.73
168.94,3,28.05,37,75229.75
35.98,5,12.07,40,61159.64
158.99,5,23.0,15,123609.84
111.46,2,21.72,6,65244.6
30.3,6,29.52,4,30224.11
106.06,6,6.6,8,35755.26
101.4,1,14.52,9,56756.58
193.1,2,2.44,16,88455.24
105.39,5,23.05,23,149658.86
139.06,3,29.33,24,58285.4
64.75,4,26.86,10,25442.06
190.45,4,16.28,29,134888.78
106.4,1,26.18,14,28884.86
102.25,3,13.5,14,72366.46
133.3,3,24.81,8,22224.89
45.2,1,27.57,26,141267.72
65.62,2,1.47,1,16959.22
88.84,3,22.99,9,123604.56
160.99,6,14.83,32,143679.62
94.35,6,17.16,4,102164.63
